Image,Number,Type,Cell,Row,Label,Area,Mean Grey,Mode Grey,Min Grey,Max Grey,IntDen,RawIntDen,Channel,Stack
120919 Eps8KO+BE P5 pup5 Mut Rhod-actin Ph488.lif-WT Mouse 5 Series 002 Lng,1,ctrl,10,2,31,0.095,13492.596,3266,3266,25887,1277.619,701615,2,9
120919 Eps8KO+BE P5 pup5 Mut Rhod-actin Ph488.lif-WT Mouse 5 Series 002 Lng,1,ctrl,10,2,32,0.095,9113.173,2950,2950,19496,862.93,473885,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,1,0.109,3635.942,1490,1490,5941,395.86,189069,2,18
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,2,0.109,2886.558,1041,1041,5026,314.272,150101,2,19
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,3,0.109,3492.673,1110,1110,6626,380.262,181619,2,18
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,4,0.109,4710,1487,1487,8743,512.797,244920,2,18
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,5,0.109,4290.346,1137,1137,9089,467.108,223098,2,18
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,6,0.109,6424.173,1580,1580,12884,699.426,334057,2,19
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,7,0.109,3891.288,4323,1344,7059,423.661,202347,2,20
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,8,0.109,5941.462,2308,2308,11443,646.872,308956,2,19
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,9,0.109,5274.519,4037,1902,8771,574.259,274275,2,18
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,10,0.109,3921.096,2217,2217,6086,426.906,203897,2,17
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,11,0.109,4258.192,1980,1980,7224,463.607,221426,2,15
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,12,0.109,4439.25,2289,1731,7614,483.32,230841,2,13
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,13,0.109,4045.654,626,626,7185,440.467,210374,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,14,0.109,3485.096,976,976,6417,379.437,181225,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,15,0.109,3769.115,1353,1353,7333,410.359,195994,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,16,0.109,3058.231,862,862,5545,332.962,159028,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,1,17,0.109,3090.519,2068,854,6098,336.478,160707,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,18,0.109,3339.019,1488,1488,5181,363.533,173629,2,16
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,19,0.109,2751.942,1421,1421,4622,299.615,143101,2,16
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,20,0.109,3450.577,2132,2132,5185,375.679,179430,2,18
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,21,0.109,2169.827,2007,1329,3179,236.238,112831,2,17
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,22,0.109,2858.692,1608,1608,4606,311.238,148652,2,17
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,23,0.109,2413.942,2126,1284,3870,262.816,125525,2,17
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,24,0.109,4124.827,2090,1767,7527,449.087,214491,2,17
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,25,0.109,4959.038,2010,2010,9133,539.911,257870,2,18
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,26,0.109,3046.5,2513,1856,4521,331.685,158418,2,16
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,27,0.109,2791.654,2025,1735,4275,303.939,145166,2,15
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,28,0.109,3318.577,1614,1614,5484,361.307,172566,2,14
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,29,0.109,2542.904,2230,1398,3869,276.857,132231,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,30,0.109,4099.692,3352,2412,6378,446.351,213184,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,31,0.109,2124,927,927,3244,231.249,110448,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,32,0.109,2270.25,1158,1158,3320,247.172,118053,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,1,2,33,0.109,2543.25,1413,1413,3638,276.894,132249,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,1,0.109,3062.404,1128,1128,4421,333.417,159245,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,2,0.109,3260.865,5073,1181,5899,355.024,169565,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,3,0.109,2887.385,740,740,5423,314.362,150144,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,4,0.109,3265.308,1612,1612,5412,355.508,169796,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,5,0.109,4443.154,1324,1324,9175,483.745,231044,2,14
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,6,0.109,4528.596,1265,1265,8655,493.047,235487,2,14
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,7,0.109,5137.538,2025,2025,10550,559.345,267152,2,14
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,8,0.109,1395.712,491,491,2375,151.957,72577,2,14
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,9,0.109,3254.308,1546,1546,5424,354.31,169224,2,13
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,10,0.109,2647.308,516,516,4652,288.223,137660,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,11,0.109,2939.308,2240,830,5862,320.015,152844,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,12,0.109,2729.25,2321,673,5459,297.145,141921,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,13,0.109,4326.596,1093,1093,9602,471.055,224983,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,14,0.109,1815.692,1926,730,3303,197.682,94416,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,15,0.109,1749.462,439,439,3581,190.471,90972,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,16,0.109,1286.269,1560,487,1941,140.041,66886,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,1,17,0.109,2928.212,1349,1349,4817,318.807,152267,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,18,0.109,2487.442,1343,1343,3543,270.818,129347,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,19,0.109,2021.115,1011,1011,3189,220.047,105098,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,20,0.109,2208.5,2593,1253,3344,240.449,114842,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,21,0.109,3522.942,1778,1778,6093,383.557,183193,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,22,0.109,2172.385,1201,1058,3371,236.517,112964,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,23,0.109,2424.577,1095,1095,3966,263.974,126078,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,24,0.109,2000.058,1113,1113,3298,217.755,104003,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,25,0.109,2560.558,3315,1241,4397,278.779,133149,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,26,0.109,2421.038,1115,1115,3970,263.589,125894,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,27,0.109,1931.981,2233,952,3130,210.343,100463,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,28,0.109,2578.135,2795,1352,4020,280.692,134063,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,29,0.109,1900.25,931,931,3135,206.888,98813,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,30,0.109,2626.212,1649,1295,4618,285.927,136563,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,31,0.109,1533.846,1083,862,2357,166.996,79760,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,32,0.109,1864.077,1097,1097,3075,202.95,96932,2,7
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,2,2,33,0.109,1769.308,1785,1048,2337,192.632,92004,2,6
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,1,0.109,1649.212,498,498,2646,179.557,85759,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,2,0.109,2327.769,265,265,5091,253.434,121044,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,3,0.109,3759.981,1109,1109,7719,409.365,195519,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,4,0.109,1872.673,267,267,3890,203.886,97379,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,5,0.109,3469.5,688,688,7811,377.739,180414,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,6,0.109,3740.577,454,454,9037,407.252,194510,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,7,0.109,4178.962,720,720,10069,454.981,217306,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,8,0.109,4716.827,641,641,9724,513.541,245275,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,9,0.109,4667.577,1566,1566,8087,508.179,242714,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,10,0.109,3246.769,1236,1236,6089,353.489,168832,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,11,0.109,4098.288,1905,1905,7184,446.198,213111,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,12,0.109,3032.096,1520,1520,5285,330.117,157669,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,13,0.109,4078.885,1150,1150,8731,444.085,212102,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,14,0.109,3101.769,498,498,6111,337.703,161292,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,15,0.109,3492.596,3078,1385,6929,380.253,181615,2,7
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,16,0.109,3531.423,2847,1224,6652,384.481,183634,2,6
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,1,17,0.109,2457.404,983,983,4485,267.548,127785,2,5
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,18,0.109,2917.519,3430,1220,4930,317.642,151711,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,19,0.109,1834.904,1706,1356,2202,199.774,95415,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,20,0.109,2991.808,723,723,5060,325.731,155574,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,21,0.109,2212.962,805,805,3627,240.934,115074,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,22,0.109,3238.846,2982,1110,6461,352.627,168420,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,23,0.109,1834.212,912,912,3223,199.698,95379,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,24,0.109,4473.865,2003,2003,8696,487.088,232641,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,25,0.109,6409.404,2718,2718,11149,697.818,333289,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,26,0.109,3871.404,4117,1981,5843,421.496,201313,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,27,0.109,2090.019,970,970,3597,227.549,108681,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,28,0.109,3111.846,1588,1588,4964,338.8,161816,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,29,0.109,1976.846,1029,1029,2947,215.227,102796,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,30,0.109,2131.115,2580,489,4313,232.023,110818,2,7
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,31,0.109,3039.038,1092,1092,5175,330.873,158030,2,6
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,3,2,32,0.109,1798.173,1145,1145,2590,195.775,93505,2,5
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,1,0.109,3220.019,769,769,6416,350.577,167441,2,4
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,2,0.109,2196.615,1632,698,4521,239.155,114224,2,5
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,3,0.109,2065.404,781,781,3792,224.869,107401,2,6
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,4,0.109,3526.731,930,930,6968,383.97,183390,2,7
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,5,0.109,2698.654,474,474,5698,293.814,140330,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,6,0.109,3442.25,899,899,5871,374.772,178997,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,7,0.109,3807.981,617,617,7392,414.591,198015,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,8,0.109,3994.981,640,640,8611,434.95,207739,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,9,0.109,3785.038,3244,1756,6752,412.093,196822,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,10,0.109,2503.154,703,703,4185,272.529,130164,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,11,0.109,3776.981,913,913,7428,411.216,196403,2,13
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,12,0.109,4516.115,1911,1911,7218,491.688,234838,2,13
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,13,0.109,3529.404,1160,1160,6431,384.261,183529,2,13
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,14,0.109,1766.577,403,403,3452,192.335,91862,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,15,0.109,3214.635,1010,757,6574,349.991,167161,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,16,0.109,2292.654,532,532,4744,249.611,119218,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,17,0.109,3017.423,572,572,6115,328.519,156906,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,18,0.109,2433.038,722,722,4683,264.895,126518,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,19,0.109,2524.923,3028,1103,4701,274.899,131296,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,1,20,0.109,1755.942,718,718,3311,191.177,91309,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,21,0.109,859.173,743,377,1239,93.542,44677,2,5
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,22,0.109,1147.731,1084,759,1593,124.958,59682,2,5
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,23,0.109,1958.923,1382,1090,3053,213.276,101864,2,6
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,24,0.109,3962.827,1984,1984,7392,431.449,206067,2,7
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,25,0.109,2434.558,1337,1337,4144,265.06,126597,2,8
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,26,0.109,3478.635,2158,2158,5549,378.733,180889,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,27,0.109,2698.865,1303,1203,4282,293.837,140341,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,28,0.109,1980.25,1703,1091,2974,215.598,102973,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,29,0.109,3466.404,1861,1861,6020,377.402,180253,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,30,0.109,3509.654,1453,1453,6002,382.111,182502,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,31,0.109,2840.327,1173,1173,5118,309.238,147697,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,32,0.109,2459.962,1121,1121,3917,267.826,127918,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,33,0.109,1748.615,1578,770,3109,190.379,90928,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,34,0.109,2640.212,1075,1075,5297,287.451,137291,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,35,0.109,1819.115,947,947,3149,198.055,94594,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,36,0.109,2488.481,1069,1069,4797,270.931,129401,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,37,0.109,2277.404,1055,1055,3823,247.95,118425,2,10
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,38,0.109,1588.462,1459,1056,2201,172.942,82600,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,4,2,39,0.109,1391.115,749,749,2046,151.457,72338,2,9
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,5,1,1,0.109,2402.808,2505,1279,3795,261.604,124946,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,5,1,2,0.109,2513.923,922,922,3967,273.701,130724,2,11
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,5,1,3,0.109,2715.865,1009,1009,4947,295.688,141225,2,12
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,5,1,4,0.109,2125.577,1078,793,3360,231.42,110530,2,13
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,5,1,5,0.109,2434.558,556,556,4425,265.06,126597,2,14
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,5,1,6,0.109,2724.769,1131,1131,4599,296.657,141688,2,15
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,5,1,7,0.109,3202.846,850,850,6129,348.707,166548,2,15
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 002 Lng,2,KO,5,1,8,0.109,3697.115,1467,1467,6794,402.52,192250,2,16
